Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Unnamed: 24_level_0_Matches,league_tag,season_tag,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Performance_GA,Performance_GA90,Performance_SoTA,Performance_Saves,Performance_Save%,Performance_CS,Performance_CS%,Penalty Kicks_Save%
359,Bastien Meupiyou,fr FRA,DF,Nantes,17,2006,1,1,8,0.1,0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
360,Lucas Michal,fr FRA,FW,Monaco,18,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
361,Georges Mikautadze,ge GEO,FW,Metz,22,2000,20,20,1747,19.4,13,4,17,10,3,3,0,1,0.67,0.21,0.88,0.52,0.72,Matches,Ligue 1,2023-24,57,27,47.4,2.94,1.39,0.18,0.37,,,,,,,,
362,Takumi Minamino,jp JPN,MF,Monaco,28,1995,30,25,2117,23.5,9,6,15,9,0,0,4,0,0.38,0.26,0.64,0.38,0.64,Matches,Ligue 1,2023-24,61,29,47.5,2.59,1.23,0.15,0.31,,,,,,,,
363,Lucas Mincarelli,fr FRA,"DF,MF",Montpellier,19,2004,13,12,978,10.9,1,1,2,1,0,0,1,1,0.09,0.09,0.18,0.09,0.18,Matches,Ligue 1,2023-24,6,3,50.0,0.55,0.28,0.17,0.33,,,,,,,,
364,Ignacio Miramon,ar ARG,MF,Lille,20,2003,2,1,39,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,2,1,50.0,4.62,2.31,0.00,0.00,,,,,,,,
365,Terem Moffi,ng NGA,FW,Nice,24,1999,30,23,1949,21.7,11,2,13,8,3,3,4,0,0.51,0.09,0.60,0.37,0.46,Matches,Ligue 1,2023-24,49,25,51.0,2.26,1.15,0.16,0.32,,,,,,,,
366,Mostafa Mohamed,eg EGY,FW,Nantes,25,1997,29,24,2002,22.2,8,2,10,5,3,3,3,1,0.36,0.09,0.45,0.22,0.31,Matches,Ligue 1,2023-24,65,26,40.0,2.92,1.17,0.08,0.19,,,,,,,,
367,Florent Mollet,fr FRA,"MF,FW",Nantes,31,1991,29,24,2083,23.1,4,4,8,4,0,0,4,0,0.17,0.17,0.35,0.17,0.35,Matches,Ligue 1,2023-24,63,25,39.7,2.72,1.08,0.06,0.16,,,,,,,,
368,Enzo Mongo,fr FRA,DF,Nantes,18,2005,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
369,Diego Moreira,be BEL,MF,Lyon,18,2004,7,4,270,3.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,5,2,40.0,1.67,0.67,0.00,0.00,,,,,,,,
370,Lebo Mothiba,za RSA,FW,Strasbourg,27,1996,15,5,617,6.9,3,0,3,3,0,0,0,0,0.44,0.00,0.44,0.44,0.44,Matches,Ligue 1,2023-24,16,7,43.8,2.33,1.02,0.19,0.43,,,,,,,,
371,Steve Mounié,bj BEN,FW,Brest,28,1994,32,20,1769,19.7,6,2,8,6,0,0,2,1,0.31,0.10,0.41,0.31,0.41,Matches,Ligue 1,2023-24,59,24,40.7,3.00,1.22,0.10,0.25,,,,,,,,
372,Samuel Moutoussamy,cd COD,MF,Nantes,26,1996,26,11,1107,12.3,1,0,1,1,0,0,2,0,0.08,0.00,0.08,0.08,0.08,Matches,Ligue 1,2023-24,15,5,33.3,1.22,0.41,0.07,0.20,,,,,,,,
373,Loris Mouyokolo,fr FRA,DF,Lorient,22,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
374,François Mughe,cm CMR,MF,Marseille,19,2004,5,2,177,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,3,0,0.0,1.53,0.00,0.00,,,,,,,,,
375,Nordi Mukiele,fr FRA,DF,Paris Saint-Germain,25,1997,16,9,796,8.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,9,6,66.7,1.02,0.68,0.00,0.00,,,,,,,,
376,Marshall Munetsi,zw ZIM,MF,Reims,27,1996,27,25,2173,24.1,4,3,7,4,0,0,5,0,0.17,0.12,0.29,0.17,0.29,Matches,Ligue 1,2023-24,44,16,36.4,1.82,0.66,0.09,0.25,,,,,,,,
377,Yvon Mvogo,ch SUI,GK,Lorient,29,1994,34,34,3060,34.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,66,1.94,202,144,71.3,4,11.8,0.0
378,Joel Mvuka,no NOR,MF,Lorient,20,2002,7,2,197,2.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,1,0,0.0,0.46,0.00,0.00,,,,,,,,,
379,Junior Mwanga,fr FRA,"MF,FW",Strasbourg,20,2003,22,17,1450,16.1,1,1,2,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,Matches,Ligue 1,2023-24,20,4,20.0,1.24,0.25,0.05,0.25,,,,,,,,
380,Kévin N'Doram,fr FRA,MF,Metz,27,1996,23,18,1604,17.8,0,2,2,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,Matches,Ligue 1,2023-24,7,1,14.3,0.39,0.06,0.00,0.00,,,,,,,,
381,Bilal Nadir,ma MAR,MF,Marseille,19,2003,5,1,113,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,1,0,0.0,0.80,0.00,0.00,,,,,,,,,
382,Mahamadou Nagida,cm CMR,MF,Rennes,18,2005,3,1,106,1.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,3,2,66.7,2.55,1.70,0.00,0.00,,,,,,,,
383,Keito Nakamura,jp JPN,"FW,MF",Reims,23,2000,25,17,1381,15.3,4,1,5,4,0,0,1,0,0.26,0.07,0.33,0.26,0.33,Matches,Ligue 1,2023-24,41,13,31.7,2.67,0.85,0.10,0.31,,,,,,,,
384,Keylor Navas,cr CRC,GK,Paris Saint-Germain,36,1986,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,6,1.50,11,6,54.5,1,25.0,0.0
385,Youssouf Ndayishimiye,bi BDI,"MF,DF",Nice,24,1998,23,20,1712,19.0,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,14,3,21.4,0.74,0.16,0.00,0.00,,,,,,,,
386,Bassirou Ndiaye,sn SEN,FW,Lorient,21,2002,5,0,152,1.7,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
387,Iliman Ndiaye,sn SEN,"FW,MF",Marseille,23,2000,30,19,1618,18.0,3,3,6,3,0,0,0,1,0.17,0.17,0.33,0.17,0.33,Matches,Ligue 1,2023-24,35,9,25.7,1.95,0.50,0.09,0.33,,,,,,,,
388,Massamba Ndiaye,sn SEN,GK,Clermont Foot,21,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,6,1.50,22,17,77.3,0,0.0,0.0
389,Rassoul Ndiaye,sn SEN,MF,Le Havre,21,2001,19,6,526,5.8,0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,5,1,20.0,0.86,0.17,0.00,0.00,,,,,,,,
390,Cher Ndour,it ITA,MF,Paris Saint-Germain,19,2004,3,0,28,0.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
391,Joseph Nduquidi,fr FRA,"MF,DF",Metz,18,2004,13,7,751,8.3,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,4,1,25.0,0.48,0.12,0.00,0.00,,,,,,,,
392,Loïc Nego,hu HUN,"MF,DF",Le Havre,32,1991,28,18,1561,17.3,0,3,3,0,0,0,3,0,0.00,0.17,0.17,0.00,0.17,Matches,Ligue 1,2023-24,18,4,22.2,1.04,0.23,0.00,0.00,,,,,,,,
393,Steve Ngoura,fr FRA,FW,Le Havre,18,2005,12,1,223,2.5,0,1,1,0,0,0,0,0,0.00,0.40,0.40,0.00,0.40,Matches,Ligue 1,2023-24,7,2,28.6,2.83,0.81,0.00,0.00,,,,,,,,
394,Shamar Nicholson,jm JAM,FW,Clermont Foot,26,1997,26,17,1484,16.5,4,3,7,3,1,2,2,0,0.24,0.18,0.42,0.18,0.36,Matches,Ligue 1,2023-24,40,20,50.0,2.43,1.21,0.08,0.15,,,,,,,,
395,Rasmus Nicolaisen,dk DEN,DF,Toulouse,26,1997,33,33,2925,32.5,2,0,2,2,0,0,6,1,0.06,0.00,0.06,0.06,0.06,Matches,Ligue 1,2023-24,19,5,26.3,0.58,0.15,0.11,0.40,,,,,,,,
396,Arnaud Nordin,fr FRA,"MF,FW",Montpellier,25,1998,20,15,1246,13.8,5,3,8,5,0,0,1,1,0.36,0.22,0.58,0.36,0.58,Matches,Ligue 1,2023-24,31,14,45.2,2.24,1.01,0.16,0.36,,,,,,,,
397,Ernest Nuamah,gh GHA,"FW,MF",Lyon,19,2003,29,21,1838,20.4,3,2,5,3,0,0,4,0,0.15,0.10,0.24,0.15,0.24,Matches,Ligue 1,2023-24,43,20,46.5,2.11,0.98,0.07,0.15,,,,,,,,
398,Gerzino Nyamsi,cm CMR,DF,Strasbourg,26,1997,13,13,1092,12.1,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,7,3,42.9,0.58,0.25,0.00,0.00,,,,,,,,
399,Rabby Nzingoula,fr FRA,MF,Strasbourg,17,2005,6,1,133,1.5,0,1,1,0,0,0,1,0,0.00,0.68,0.68,0.00,0.68,Matches,Ligue 1,2023-24,1,1,100.0,0.68,0.68,0.00,0.00,,,,,,,,
400,Jake O'Brien,ie IRL,DF,Lyon,22,2001,27,27,2369,26.3,4,2,6,4,0,0,4,1,0.15,0.08,0.23,0.15,0.23,Matches,Ligue 1,2023-24,18,8,44.4,0.68,0.30,0.22,0.50,,,,,,,,
401,Florent Ogier,fr FRA,DF,Clermont Foot,34,1989,14,9,943,10.5,1,1,2,1,0,0,1,0,0.10,0.10,0.19,0.10,0.19,Matches,Ligue 1,2023-24,7,2,28.6,0.67,0.19,0.14,0.50,,,,,,,,
402,Joseph Okumu,ke KEN,DF,Reims,26,1997,21,19,1743,19.4,1,0,1,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,Matches,Ligue 1,2023-24,11,3,27.3,0.57,0.15,0.09,0.33,,,,,,,,
403,Warmed Omari,km COM,DF,Rennes,23,2000,25,23,2071,23.0,1,0,1,1,0,0,5,1,0.04,0.00,0.04,0.04,0.04,Matches,Ligue 1,2023-24,4,1,25.0,0.17,0.04,0.25,1.00,,,,,,,,
404,Becir Omeragic,ch SUI,"DF,MF",Montpellier,21,2002,28,26,2312,25.7,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,9,3,33.3,0.35,0.12,0.00,0.00,,,,,,,,
405,Jean Onana,cm CMR,MF,Marseille,23,2000,13,5,566,6.3,1,0,1,1,0,0,1,0,0.16,0.00,0.16,0.16,0.16,Matches,Ligue 1,2023-24,8,3,37.5,1.27,0.48,0.13,0.33,,,,,,,,
406,Royce Openda,ga GAB,FW,Lorient,21,2002,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
407,Christopher Operi,ci CIV,"DF,MF",Le Havre,26,1997,28,28,2445,27.2,3,4,7,3,0,0,6,0,0.11,0.15,0.26,0.11,0.26,Matches,Ligue 1,2023-24,23,10,43.5,0.85,0.37,0.13,0.30,,,,,,,,
408,Gift Orban,ng NGA,FW,Lyon,21,2002,13,5,474,5.3,1,0,1,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches,Ligue 1,2023-24,8,2,25.0,1.52,0.38,0.13,0.50,,,,,,,,
409,Kassoum Ouattara,fr FRA,"DF,MF",Monaco,18,2004,14,7,636,7.1,1,0,1,1,0,0,2,0,0.14,0.00,0.14,0.14,0.14,Matches,Ligue 1,2023-24,8,5,62.5,1.13,0.71,0.13,0.20,,,,,,,,
410,Alexandre Oukidja,dz ALG,GK,Metz,35,1988,34,34,2987,33.2,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,57,1.72,178,126,71.3,6,17.6,0.0
411,Azzedine Ounahi,ma MAR,MF,Marseille,23,2000,21,15,1209,13.4,2,0,2,2,0,0,3,0,0.15,0.00,0.15,0.15,0.15,Matches,Ligue 1,2023-24,16,4,25.0,1.19,0.30,0.13,0.50,,,,,,,,
412,Adam Ounas,dz ALG,MF,Lille,26,1996,17,3,418,4.6,1,0,1,1,0,0,0,0,0.22,0.00,0.22,0.22,0.22,Matches,Ligue 1,2023-24,9,4,44.4,1.94,0.86,0.11,0.25,,,,,,,,
413,Patrick Ouotro,ci CIV,FW,Strasbourg,17,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
414,Pablo Pagis,fr FRA,MF,Lorient,20,2002,3,3,165,1.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,3,1,33.3,1.64,0.55,0.00,0.00,,,,,,,,
415,Nicolas Pallois,fr FRA,DF,Nantes,35,1987,23,17,1589,17.7,0,1,1,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,Ligue 1,2023-24,4,1,25.0,0.23,0.06,0.00,0.00,,,,,,,,
416,Andy Pelmard,mg MAD,DF,Clermont Foot,23,2000,34,33,2989,33.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,2,1,50.0,0.06,0.03,0.00,0.00,,,,,,,,
417,Aurélien Pelon,fr FRA,DF,Lorient,19,2004,1,1,90,1.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
418,Faris Pemi Moumbagna,cm CMR,FW,Marseille,23,2000,13,5,547,6.1,3,1,4,3,0,0,2,1,0.49,0.16,0.66,0.49,0.66,Matches,Ligue 1,2023-24,16,5,31.3,2.63,0.82,0.19,0.60,,,,,,,,
419,Danilo Pereira,pt POR,DF,Paris Saint-Germain,31,1991,26,22,1995,22.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,10,1,10.0,0.45,0.05,0.00,0.00,,,,,,,,
420,Mathias Pereira Lage,pt POR,"MF,FW",Brest,26,1996,30,12,1187,13.2,3,2,5,3,0,0,3,0,0.23,0.15,0.38,0.23,0.38,Matches,Ligue 1,2023-24,36,16,44.4,2.73,1.21,0.08,0.19,,,,,,,,
421,Romain Perraud,fr FRA,DF,Nice,25,1997,19,2,370,4.1,0,1,1,0,0,0,2,0,0.00,0.24,0.24,0.00,0.24,Matches,Ligue 1,2023-24,2,0,0.0,0.49,0.00,0.00,,,,,,,,,
422,Lucas Perrin,fr FRA,DF,Strasbourg,24,1998,31,30,2723,30.3,0,1,1,0,0,0,3,0,0.00,0.03,0.03,0.00,0.03,Matches,Ligue 1,2023-24,12,3,25.0,0.40,0.10,0.00,0.00,,,,,,,,
423,Denis Petrić,rs SRB,GK,Nantes,35,1988,1,0,24,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,1,3.75,1,0,0.0,0,,
424,Ronaël Pierre-Gabriel,fr FRA,"DF,MF",Nantes,25,1998,12,6,598,6.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,7,0,0.0,1.05,0.00,0.00,,,,,,,,,
425,Julien Ponceau,fr FRA,MF,Lorient,22,2000,32,27,2244,24.9,3,2,5,3,0,0,5,0,0.12,0.08,0.20,0.12,0.20,Matches,Ligue 1,2023-24,33,13,39.4,1.32,0.52,0.09,0.23,,,,,,,,
426,Sanjin Prcić,ba BIH,MF,Strasbourg,29,1993,3,1,88,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,1,0,0.0,1.02,0.00,0.00,,,,,,,,,
427,Gonçalo Ramos,pt POR,FW,Paris Saint-Germain,22,2001,29,16,1419,15.8,11,1,12,10,1,1,1,0,0.70,0.06,0.76,0.63,0.70,Matches,Ligue 1,2023-24,55,21,38.2,3.49,1.33,0.18,0.48,,,,,,,,
428,Elba Rashani,xk KVX,"MF,FW",Clermont Foot,30,1993,24,14,1175,13.1,2,0,2,2,0,0,4,2,0.15,0.00,0.15,0.15,0.15,Matches,Ligue 1,2023-24,16,5,31.3,1.23,0.38,0.13,0.40,,,,,,,,
429,Guillaume Restes,fr FRA,GK,Toulouse,18,2005,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,46,1.35,138,96,69.6,6,17.6,0.0
430,Alexsandro Ribeiro,br BRA,DF,Lille,23,1999,29,24,2220,24.7,0,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,17,2,11.8,0.69,0.08,0.00,0.00,,,,,,,,
431,Amir Richardson,ma MAR,MF,Reims,21,2002,28,14,1352,15.0,3,1,4,3,0,0,4,0,0.20,0.07,0.27,0.20,0.27,Matches,Ligue 1,2023-24,17,8,47.1,1.13,0.53,0.18,0.38,,,,,,,,
432,Fabian Rieder,ch SUI,MF,Rennes,21,2002,15,2,365,4.1,1,0,1,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches,Ligue 1,2023-24,5,2,40.0,1.23,0.49,0.20,0.50,,,,,,,,
433,Rémy Riou,fr FRA,GK,Lyon,35,1987,3,3,270,3.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,6,2.00,14,8,57.1,1,33.3,
434,Valentin Rongier,fr FRA,MF,Marseille,28,1994,10,10,851,9.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,10,3,30.0,1.06,0.32,0.00,0.00,,,,,,,,
435,Pablo Rosario,do DOM,"MF,DF",Nice,26,1997,30,21,2009,22.3,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,16,3,18.8,0.72,0.13,0.00,0.00,,,,,,,,
436,Valentin Rosier,fr FRA,"DF,MF",Nice,26,1996,3,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,1,0,0.0,1.70,0.00,0.00,,,,,,,,,
437,Fabián Ruiz Peña,es ESP,MF,Paris Saint-Germain,27,1996,21,14,1197,13.3,1,3,4,1,0,0,3,0,0.08,0.23,0.30,0.08,0.30,Matches,Ligue 1,2023-24,19,6,31.6,1.43,0.45,0.05,0.17,,,,,,,,
438,Emmanuel Sabbi,us USA,"MF,FW",Le Havre,25,1997,30,18,1584,17.6,5,1,6,3,2,2,5,0,0.28,0.06,0.34,0.17,0.23,Matches,Ligue 1,2023-24,31,11,35.5,1.76,0.62,0.10,0.27,,,,,,,,
439,Falaye Sacko,ml MLI,DF,Montpellier,28,1995,19,15,1382,15.4,0,1,1,0,0,0,0,0,0.00,0.07,0.07,0.00,0.07,Matches,Ligue 1,2023-24,1,0,0.0,0.07,0.00,0.00,,,,,,,,,
440,Modibo Sagnan,ml MLI,DF,Montpellier,24,1999,13,12,1054,11.7,2,0,2,2,0,0,5,0,0.17,0.00,0.17,0.17,0.17,Matches,Ligue 1,2023-24,10,3,30.0,0.85,0.26,0.20,0.67,,,,,,,,
441,Moïse Sahi Dion,ci CIV,"MF,FW",Strasbourg,21,2001,18,7,628,7.0,3,1,4,3,0,0,0,0,0.43,0.14,0.57,0.43,0.57,Matches,Ligue 1,2023-24,24,7,29.2,3.44,1.00,0.13,0.43,,,,,,,,
442,Wesley Saïd,fr FRA,FW,Lens,28,1995,27,11,1020,11.3,7,1,8,7,0,0,1,0,0.62,0.09,0.71,0.62,0.71,Matches,Ligue 1,2023-24,45,19,42.2,3.97,1.68,0.16,0.37,,,,,,,,
443,Théo Sainte-Luce,fr FRA,DF,Montpellier,24,1998,6,3,346,3.8,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,3,1,33.3,0.78,0.26,0.00,0.00,,,,,,,,
444,Mamadou Sakho,fr FRA,DF,Montpellier,33,1990,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,0,0,,0.00,0.00,,,,,,,,,,
445,Ibrahim Salah,ma MAR,"MF,FW",Rennes,21,2001,23,4,524,5.8,4,1,5,4,0,0,3,0,0.69,0.17,0.86,0.69,0.86,Matches,Ligue 1,2023-24,17,9,52.9,2.92,1.55,0.24,0.44,,,,,,,,
446,Amine Salama,fr FRA,FW,Reims,23,2000,11,2,313,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,Ligue 1,2023-24,6,2,33.3,1.73,0.58,0.00,0.00,,,,,,,,
447,Mohammed Salisu,gh GHA,DF,Monaco,24,1999,12,11,1035,11.5,0,1,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches,Ligue 1,2023-24,4,1,25.0,0.35,0.09,0.00,0.00,,,,,,,,
448,Yoann Salmier,gf GUF,DF,Le Havre,30,1992,20,18,1568,17.4,1,1,2,1,0,0,3,0,0.06,0.06,0.11,0.06,0.11,Matches,Ligue 1,2023-24,10,4,40.0,0.57,0.23,0.10,0.25,,,,,,,,
449,Mama Samba Baldé,gw GNB,FW,Lyon,27,1995,20,4,551,6.1,2,3,5,2,0,0,1,0,0.33,0.49,0.82,0.33,0.82,Matches,Ligue 1,2023-24,17,9,52.9,2.78,1.47,0.12,0.22,,,,,,,,
