team_name,gameweek,opponent,was_home,fdr,trajectory_raw,trajectory_score
Arsenal,1,Man Utd,False,4,13.5,0.0
Arsenal,2,Leeds,True,2,12.600000000000001,0.2972972972972968
Arsenal,3,Liverpool,False,4,13.2,0.42857142857142905
Arsenal,4,Nott'm Forest,True,3,12.2,0.5000000000000004
Arsenal,5,Man City,True,4,12.2,0.48979591836734715
Arsenal,6,Newcastle,False,3,10.5,0.875
Arsenal,7,West Ham,True,2,10.3,0.9249999999999998
Arsenal,8,Fulham,False,3,11.2,0.6181818181818184
Arsenal,9,Crystal Palace,True,3,11.100000000000001,0.6086956521739126
Arsenal,10,Burnley,False,2,11.0,0.7391304347826089
Arsenal,11,Sunderland,False,3,12.600000000000001,0.5111111111111108
Arsenal,12,Spurs,True,3,11.500000000000002,0.73170731707317
Arsenal,13,Chelsea,False,3,11.399999999999999,0.6727272727272728
Arsenal,14,Brentford,True,3,11.3,0.7272727272727271
Arsenal,15,Aston Villa,False,4,11.2,0.7647058823529413
Arsenal,16,Wolves,True,1,10.6,0.8269230769230769
Arsenal,17,Everton,False,3,12.700000000000003,0.30303030303030265
Arsenal,18,Brighton,True,3,12.8,0.3137254901960783
Arsenal,19,Aston Villa,True,3,12.899999999999999,0.2444444444444448
Arsenal,20,Bournemouth,False,4,13.0,0.22857142857142876
Arsenal,21,Liverpool,True,3,11.4,0.764705882352941
Arsenal,22,Nott'm Forest,False,3,11.000000000000002,0.7755102040816324
Arsenal,23,Man Utd,True,3,10.850000000000001,0.588235294117647
Arsenal,24,Leeds,False,3,10.7,0.7090909090909094
Arsenal,25,Sunderland,True,2,11.15,0.806818181818182
Arsenal,26,Brentford,False,3,12.2,0.2962962962962964
Arsenal,26,Wolves,False,2,12.2,0.2962962962962964
Arsenal,27,Spurs,False,3,11.0,0.5737704918032787
Arsenal,28,Chelsea,True,3,10.8,0.8392857142857144
Arsenal,29,Brighton,False,4,11.8,0.3728813559322034
Arsenal,30,Everton,True,3,10.7,0.5076923076923078
Arsenal,32,Bournemouth,True,3,13.8,0.08571428571428585
Arsenal,33,Man City,False,5,12.8,0.11111111111111094
Arsenal,34,Newcastle,True,3,10.600000000000001,0.5802469135802468
Arsenal,35,Fulham,True,3,8.6,0.9130434782608695
Arsenal,36,West Ham,False,3,6.300000000000001,0.9583333333333333
Arsenal,37,Burnley,True,1,3.7,1.0
Arsenal,38,Crystal Palace,False,3,3.0,0.5
Aston Villa,1,Newcastle,True,3,12.0,0.4411764705882355
Aston Villa,2,Brentford,False,3,12.0,0.4594594594594593
Aston Villa,3,Crystal Palace,True,3,10.8,1.0
Aston Villa,4,Everton,False,3,10.600000000000001,0.9705882352941172
Aston Villa,5,Sunderland,False,3,11.0,0.7346938775510203
Aston Villa,6,Fulham,True,3,11.500000000000002,0.6249999999999996
Aston Villa,7,Burnley,True,1,11.5,0.6250000000000002
Aston Villa,8,Spurs,False,3,13.7,0.16363636363636402
Aston Villa,9,Man City,True,4,12.7,0.26086956521739124
Aston Villa,10,Liverpool,False,4,12.200000000000001,0.4782608695652175
Aston Villa,11,Bournemouth,True,3,11.700000000000001,0.7111111111111108
Aston Villa,12,Leeds,False,3,11.7,0.6829268292682926
Aston Villa,13,Wolves,True,1,11.7,0.6181818181818182
Aston Villa,14,Brighton,False,4,13.899999999999999,0.25454545454545485
Aston Villa,15,Arsenal,True,4,14.200000000000001,0.17647058823529382
Aston Villa,16,West Ham,False,3,13.400000000000002,0.28846153846153777
Aston Villa,17,Man Utd,True,3,13.599999999999998,0.03030303030303172
Aston Villa,18,Chelsea,False,3,13.8,0.11764705882352933
Aston Villa,19,Arsenal,False,5,14.0,0.0
Aston Villa,20,Nott'm Forest,True,3,12.0,0.5142857142857145
Aston Villa,21,Crystal Palace,False,3,12.600000000000001,0.4117647058823525
Aston Villa,22,Everton,True,3,12.700000000000003,0.42857142857142816
Aston Villa,23,Newcastle,False,3,12.2,0.3613445378151263
Aston Villa,24,Brentford,True,3,11.6,0.5454545454545459
Aston Villa,25,Bournemouth,False,4,11.5,0.7272727272727275
Aston Villa,26,Brighton,True,3,10.9,0.5370370370370369
Aston Villa,27,Leeds,True,2,10.2,0.7049180327868854
Aston Villa,28,Wolves,False,2,11.100000000000001,0.7857142857142858
Aston Villa,29,Chelsea,True,3,11.499999999999998,0.42372881355932246
Aston Villa,30,Man Utd,False,4,11.399999999999999,0.40000000000000024
Aston Villa,31,West Ham,True,2,10.2,0.5074626865671644
Aston Villa,32,Nott'm Forest,False,3,10.5,0.5571428571428572
Aston Villa,33,Sunderland,True,2,10.3,0.5079365079365077
Aston Villa,34,Fulham,False,3,12.4,0.3580246913580247
Aston Villa,35,Spurs,True,3,10.7,0.4565217391304349
Aston Villa,36,Burnley,False,2,8.7,0.4583333333333336
Aston Villa,37,Liverpool,True,3,7.5,0.0
Aston Villa,38,Man City,False,5,5.0,0.0
Bournemouth,1,Liverpool,False,4,11.2,0.6764705882352946
Bournemouth,2,Wolves,True,1,10.0,1.0
Bournemouth,3,Spurs,False,3,12.0,0.7142857142857145
Bournemouth,4,Brighton,True,3,12.0,0.5588235294117649
Bournemouth,5,Newcastle,True,3,12.0,0.5306122448979592
Bournemouth,6,Leeds,False,3,13.200000000000001,0.19999999999999973
Bournemouth,7,Fulham,True,3,14.000000000000002,0.0
Bournemouth,8,Crystal Palace,False,3,13.7,0.16363636363636402
Bournemouth,9,Nott'm Forest,True,3,13.899999999999999,0.0
Bournemouth,10,Man City,False,5,14.099999999999998,0.06521739130434878
Bournemouth,11,Aston Villa,False,4,12.099999999999998,0.6222222222222227
Bournemouth,12,West Ham,True,2,11.6,0.7073170731707316
Bournemouth,13,Sunderland,False,3,11.500000000000002,0.6545454545454541
Bournemouth,14,Everton,True,3,11.399999999999999,0.7090909090909092
Bournemouth,15,Chelsea,True,3,11.3,0.7450980392156861
Bournemouth,16,Man Utd,False,4,11.8,0.5961538461538458
Bournemouth,17,Burnley,True,1,10.7,0.909090909090909
Bournemouth,18,Brentford,False,3,13.4,0.196078431372549
Bournemouth,19,Chelsea,False,3,13.600000000000001,0.08888888888888857
Bournemouth,20,Arsenal,True,4,13.2,0.17142857142857182
Bournemouth,21,Spurs,True,3,12.2,0.5294117647058825
Bournemouth,22,Brighton,False,4,12.2,0.5306122448979594
Bournemouth,23,Liverpool,True,3,11.100000000000001,0.5462184873949578
Bournemouth,24,Wolves,False,2,10.399999999999999,0.7636363636363641
Bournemouth,25,Aston Villa,True,3,11.3,0.7727272727272728
Bournemouth,26,Everton,False,3,10.6,0.5925925925925926
Bournemouth,27,West Ham,False,3,10.399999999999999,0.6721311475409839
Bournemouth,28,Sunderland,True,2,11.4,0.7321428571428574
Bournemouth,29,Brentford,True,3,12.2,0.30508474576271216
Bournemouth,30,Burnley,False,2,10.45,0.5461538461538462
Bournemouth,31,Man Utd,True,3,11.3,0.34328358208955234
Bournemouth,32,Arsenal,False,5,11.149999999999999,0.46428571428571463
Bournemouth,33,Newcastle,False,3,9.4,0.6507936507936507
Bournemouth,33,Leeds,True,2,9.4,0.6507936507936507
Bournemouth,35,Crystal Palace,True,3,11.0,0.39130434782608703
Bournemouth,36,Fulham,False,3,9.0,0.39583333333333337
Bournemouth,37,Man City,True,4,6.7,0.21052631578947367
Bournemouth,38,Nott'm Forest,False,3,3.0,0.5
Brentford,1,Nott'm Forest,False,3,12.0,0.4411764705882355
Brentford,2,Aston Villa,True,3,12.0,0.4594594594594593
Brentford,3,Sunderland,False,3,12.600000000000001,0.5714285714285714
Brentford,4,Chelsea,True,3,12.700000000000003,0.35294117647058776
Brentford,5,Fulham,False,3,12.8,0.36734693877551017
Brentford,6,Man Utd,True,3,12.899999999999999,0.27500000000000036
Brentford,7,Man City,True,4,13.0,0.25000000000000033
Brentford,8,West Ham,False,3,12.600000000000001,0.36363636363636354
Brentford,9,Liverpool,True,3,11.500000000000002,0.5217391304347822
Brentford,10,Crystal Palace,False,3,12.6,0.39130434782608736
Brentford,11,Newcastle,True,3,12.7,0.48888888888888915
Brentford,12,Brighton,False,4,12.2,0.5609756097560976
Brentford,13,Burnley,True,1,10.5,0.8363636363636363
Brentford,14,Arsenal,False,5,12.5,0.509090909090909
Brentford,15,Spurs,False,3,10.3,0.9411764705882352
Brentford,16,Leeds,True,2,10.100000000000001,0.9230769230769227
Brentford,17,Wolves,False,2,10.399999999999999,1.0
Brentford,18,Bournemouth,True,3,11.3,0.6078431372549018
Brentford,19,Spurs,True,3,11.2,0.6222222222222225
Brentford,20,Everton,False,3,11.700000000000001,0.5999999999999999
Brentford,21,Sunderland,True,2,11.7,0.6764705882352943
Brentford,22,Chelsea,False,3,13.4,0.2857142857142858
Brentford,23,Nott'm Forest,True,3,13.600000000000001,0.12605042016806722
Brentford,24,Aston Villa,False,4,13.2,0.25454545454545496
Brentford,25,Newcastle,False,3,12.8,0.4318181818181821
Brentford,26,Arsenal,True,4,11.700000000000001,0.3888888888888886
Brentford,27,Brighton,True,3,10.5,0.6557377049180328
Brentford,28,Burnley,False,2,10.3,0.9285714285714288
Brentford,29,Bournemouth,False,4,11.2,0.47457627118644097
Brentford,30,Wolves,True,1,10.6,0.5230769230769231
Brentford,31,Leeds,False,3,12.100000000000001,0.22388059701492535
Brentford,32,Everton,True,3,13.3,0.15714285714285725
Brentford,33,Fulham,True,3,13.5,0.0
Brentford,34,Man Utd,False,4,14.3,0.1234567901234569
Brentford,35,West Ham,True,2,11.7,0.23913043478260898
Brentford,36,Man City,False,5,10.9,0.0
Brentford,37,Crystal Palace,True,3,6.6,0.23684210526315796
Brentford,38,Liverpool,False,4,4.0,0.25
Brighton,1,Fulham,True,3,13.5,0.0
Brighton,2,Everton,False,3,13.7,0.0
Brighton,3,Man City,True,4,13.299999999999999,0.4047619047619053
Brighton,4,Bournemouth,False,4,12.3,0.47058823529411775
Brighton,5,Spurs,True,3,11.8,0.5714285714285714
Brighton,6,Chelsea,False,3,11.2,0.7000000000000002
Brighton,7,Wolves,False,2,11.100000000000001,0.7249999999999998
Brighton,8,Newcastle,True,3,12.099999999999998,0.45454545454545503
Brighton,9,Man Utd,False,4,12.099999999999998,0.39130434782608725
Brighton,10,Leeds,True,2,11.0,0.7391304347826089
Brighton,11,Crystal Palace,False,3,11.4,0.7777777777777776
Brighton,12,Brentford,True,3,11.900000000000002,0.6341463414634139
Brighton,13,Nott'm Forest,False,3,11.3,0.6909090909090907
Brighton,14,Aston Villa,True,3,12.4,0.5272727272727271
Brighton,15,West Ham,True,2,12.5,0.5098039215686274
Brighton,16,Liverpool,False,4,12.5,0.46153846153846134
Brighton,17,Sunderland,True,2,12.6,0.3333333333333339
Brighton,18,Arsenal,False,5,13.8,0.11764705882352933
Brighton,19,West Ham,False,3,11.8,0.4888888888888887
Brighton,20,Burnley,True,1,11.8,0.5714285714285714
Brighton,21,Man City,False,5,14.0,0.0
Brighton,22,Bournemouth,True,3,12.600000000000001,0.4489795918367345
Brighton,23,Fulham,False,3,12.700000000000003,0.2773109243697476
Brighton,24,Everton,True,3,12.8,0.3272727272727274
Brighton,25,Crystal Palace,True,3,13.5,0.27272727272727326
Brighton,26,Aston Villa,False,4,13.700000000000003,0.018518518518518157
Brighton,27,Brentford,False,3,12.8,0.2786885245901638
Brighton,28,Nott'm Forest,True,3,12.299999999999999,0.5714285714285718
Brighton,29,Arsenal,True,4,12.3,0.2881355932203391
Brighton,30,Sunderland,False,3,9.4,0.7076923076923076
Brighton,31,Liverpool,True,3,9.0,0.6865671641791046
Brighton,32,Burnley,False,2,7.3999999999999995,1.0
Brighton,33,Spurs,False,3,7.9,0.8888888888888887
Brighton,33,Chelsea,True,3,7.9,0.8888888888888887
Brighton,35,Newcastle,False,3,8.4,0.9565217391304346
Brighton,36,Wolves,True,1,6.1000000000000005,1.0
Brighton,37,Leeds,False,3,5.7,0.4736842105263158
Brighton,38,Man Utd,True,3,3.0,0.5
Burnley,1,Spurs,False,3,11.899999999999999,0.4705882352941183
Burnley,2,Sunderland,True,2,13.1,0.16216216216216206
Burnley,3,Man Utd,False,4,15.000000000000002,0.0
Burnley,4,Liverpool,True,3,13.7,0.058823529411765496
Burnley,5,Nott'm Forest,True,3,13.299999999999999,0.26530612244898
Burnley,6,Man City,False,5,14.0,0.0
Burnley,7,Aston Villa,False,4,12.0,0.5000000000000002
Burnley,8,Leeds,True,2,10.899999999999999,0.6727272727272731
Burnley,9,Wolves,False,2,11.899999999999999,0.43478260869565233
Burnley,10,Arsenal,True,4,13.0,0.3043478260869569
Burnley,11,West Ham,False,3,12.0,0.6444444444444444
Burnley,12,Chelsea,True,3,12.0,0.6097560975609754
Burnley,13,Brentford,False,3,12.600000000000001,0.45454545454545425
Burnley,14,Crystal Palace,True,3,12.700000000000003,0.4727272727272722
Burnley,15,Newcastle,False,3,12.8,0.4509803921568626
Burnley,16,Fulham,True,3,13.5,0.26923076923076894
Burnley,17,Bournemouth,False,4,13.700000000000003,0.0
Burnley,18,Everton,True,3,13.4,0.196078431372549
Burnley,19,Newcastle,True,3,13.600000000000001,0.08888888888888857
Burnley,20,Brighton,False,4,13.8,0.0
Burnley,21,Man Utd,True,3,12.299999999999999,0.5000000000000002
Burnley,22,Liverpool,False,4,12.3,0.510204081632653
Burnley,23,Spurs,True,3,11.2,0.5294117647058827
Burnley,24,Sunderland,False,3,11.100000000000001,0.6363636363636364
Burnley,25,West Ham,True,2,11.0,0.8409090909090912
Burnley,26,Crystal Palace,False,3,12.0,0.33333333333333337
Burnley,27,Chelsea,False,3,12.0,0.4098360655737705
Burnley,28,Brentford,True,3,12.0,0.6250000000000002
Burnley,29,Everton,False,3,12.3,0.2881355932203391
Burnley,30,Bournemouth,True,3,10.55,0.5307692307692307
Burnley,31,Fulham,False,3,10.3,0.4925373134328358
Burnley,32,Brighton,True,3,10.05,0.6214285714285714
Burnley,33,Nott'm Forest,False,3,11.0,0.39682539682539675
Burnley,33,Man City,True,4,11.0,0.39682539682539675
Burnley,35,Leeds,False,3,10.399999999999999,0.5217391304347829
Burnley,36,Aston Villa,True,3,8.3,0.5416666666666666
Burnley,37,Arsenal,False,5,5.9,0.42105263157894735
Burnley,38,Wolves,True,1,1.0,1.0
Chelsea,1,Crystal Palace,True,3,12.600000000000001,0.2647058823529409
Chelsea,2,West Ham,False,3,12.700000000000003,0.2702702702702694
Chelsea,3,Fulham,True,3,12.8,0.523809523809524
Chelsea,4,Brentford,False,3,12.899999999999999,0.29411764705882437
Chelsea,5,Man Utd,False,4,12.4,0.44897959183673475
Chelsea,6,Brighton,True,3,11.3,0.6749999999999998
Chelsea,7,Liverpool,True,3,10.0,1.0
Chelsea,8,Nott'm Forest,False,3,9.1,1.0
Chelsea,9,Sunderland,True,2,9.3,1.0
Chelsea,10,Spurs,False,3,10.100000000000001,0.934782608695652
Chelsea,11,Wolves,True,1,10.5,0.9777777777777775
Chelsea,12,Burnley,False,2,12.600000000000001,0.463414634146341
Chelsea,13,Arsenal,True,4,13.8,0.23636363636363622
Chelsea,14,Leeds,False,3,12.899999999999999,0.4363636363636366
Chelsea,15,Bournemouth,False,4,13.0,0.4117647058823529
Chelsea,16,Everton,True,3,13.200000000000001,0.32692307692307654
Chelsea,17,Newcastle,False,3,13.400000000000002,0.09090909090909105
Chelsea,18,Aston Villa,True,3,13.599999999999998,0.15686274509803966
Chelsea,19,Bournemouth,True,3,13.8,0.04444444444444429
Chelsea,20,Man City,False,5,13.4,0.11428571428571443
Chelsea,21,Fulham,False,3,10.700000000000001,0.9705882352941172
Chelsea,22,Brentford,True,3,9.9,1.0
Chelsea,23,Crystal Palace,False,3,8.4,1.0
Chelsea,24,West Ham,True,2,9.100000000000001,1.0
Chelsea,25,Wolves,False,2,10.5,0.9545454545454547
Chelsea,26,Leeds,True,2,11.5,0.42592592592592593
Chelsea,27,Burnley,True,1,12.599999999999998,0.3114754098360659
Chelsea,28,Arsenal,False,5,15.5,0.0
Chelsea,29,Aston Villa,False,4,14.000000000000002,0.0
Chelsea,30,Newcastle,True,3,11.35,0.4076923076923078
Chelsea,31,Everton,False,3,11.2,0.35820895522388085
Chelsea,32,Man City,True,4,11.65,0.392857142857143
Chelsea,33,Man Utd,True,3,10.5,0.47619047619047616
Chelsea,33,Brighton,False,4,10.5,0.47619047619047616
Chelsea,35,Nott'm Forest,True,3,11.1,0.36956521739130443
Chelsea,36,Liverpool,False,4,9.100000000000001,0.3749999999999998
Chelsea,37,Spurs,True,3,5.7,0.4736842105263158
Chelsea,38,Sunderland,False,3,3.0,0.5
Crystal Palace,1,Chelsea,False,3,12.100000000000001,0.4117647058823527
Crystal Palace,2,Nott'm Forest,True,3,12.099999999999998,0.4324324324324329
Crystal Palace,3,Aston Villa,False,4,12.099999999999998,0.6904761904761912
Crystal Palace,4,Sunderland,True,2,11.0,0.8529411764705883
Crystal Palace,5,West Ham,False,3,13.200000000000001,0.2857142857142857
Crystal Palace,6,Liverpool,True,3,13.400000000000002,0.14999999999999947
Crystal Palace,7,Everton,False,3,13.599999999999998,0.10000000000000098
Crystal Palace,8,Bournemouth,True,3,13.2,0.25454545454545485
Crystal Palace,9,Arsenal,False,5,13.3,0.13043478260869523
Crystal Palace,10,Brentford,True,3,10.6,0.8260869565217395
Crystal Palace,11,Brighton,True,3,10.399999999999999,1.0
Crystal Palace,12,Wolves,False,2,10.8,0.9024390243902434
Crystal Palace,13,Man Utd,True,3,11.8,0.5999999999999999
Crystal Palace,14,Burnley,False,2,11.8,0.6363636363636361
Crystal Palace,15,Fulham,False,3,12.899999999999999,0.4313725490196081
Crystal Palace,16,Man City,True,4,13.0,0.3653846153846152
Crystal Palace,17,Leeds,False,3,12.0,0.5151515151515154
Crystal Palace,18,Spurs,True,3,12.0,0.47058823529411764
Crystal Palace,19,Fulham,True,3,12.0,0.4444444444444444
Crystal Palace,20,Newcastle,False,3,12.0,0.5142857142857145
Crystal Palace,21,Aston Villa,True,3,12.600000000000001,0.4117647058823525
Crystal Palace,22,Sunderland,False,3,11.500000000000002,0.6734693877551018
Crystal Palace,23,Chelsea,True,3,10.2,0.6974789915966388
Crystal Palace,24,Nott'm Forest,False,3,10.5,0.7454545454545457
Crystal Palace,25,Brighton,False,4,10.3,1.0
Crystal Palace,26,Burnley,True,1,8.399999999999999,1.0
Crystal Palace,27,Wolves,True,1,8.4,1.0
Crystal Palace,28,Man Utd,False,4,10.100000000000001,0.9642857142857144
Crystal Palace,29,Spurs,False,3,8.1,1.0
Crystal Palace,30,Leeds,True,2,8.200000000000001,0.8923076923076921
Crystal Palace,32,Newcastle,True,3,13.200000000000001,0.17142857142857149
Crystal Palace,33,West Ham,True,2,13.400000000000002,0.015873015873015484
Crystal Palace,34,Liverpool,False,4,15.3,0.0
Crystal Palace,35,Bournemouth,False,4,12.8,0.0
Crystal Palace,36,Everton,True,3,9.9,0.20833333333333337
Crystal Palace,36,Man City,False,5,9.9,0.20833333333333337
Crystal Palace,37,Brentford,False,3,6.6,0.23684210526315796
Crystal Palace,38,Arsenal,True,4,4.0,0.25
Everton,1,Leeds,False,3,11.8,0.5
Everton,2,Brighton,True,3,11.2,0.6756756756756759
Everton,3,Wolves,False,2,11.100000000000001,0.9285714285714284
Everton,4,Aston Villa,True,3,13.299999999999999,0.17647058823529493
Everton,5,Liverpool,False,4,13.5,0.22448979591836749
Everton,6,West Ham,True,2,12.599999999999998,0.35000000000000053
Everton,7,Crystal Palace,True,3,13.8,0.050000000000000266
Everton,8,Man City,False,5,14.600000000000001,0.0
Everton,9,Spurs,True,3,12.700000000000003,0.26086956521739046
Everton,10,Sunderland,False,3,13.4,0.2173913043478264
Everton,11,Fulham,True,3,13.600000000000001,0.28888888888888886
Everton,12,Man Utd,False,4,13.8,0.170731707317073
Everton,13,Newcastle,True,3,13.5,0.2909090909090909
Everton,14,Bournemouth,False,4,13.100000000000001,0.3999999999999997
Everton,15,Nott'm Forest,True,3,12.100000000000001,0.5882352941176467
Everton,16,Chelsea,False,3,12.099999999999998,0.5384615384615387
Everton,17,Arsenal,True,4,10.899999999999999,0.8484848484848486
Everton,18,Burnley,False,2,10.200000000000001,0.8235294117647055
Everton,19,Nott'm Forest,False,3,10.5,0.7777777777777778
Everton,20,Brentford,True,3,10.9,0.8285714285714287
Everton,21,Wolves,True,1,10.8,0.941176470588235
Everton,22,Aston Villa,False,4,12.899999999999999,0.38775510204081676
Everton,23,Leeds,True,2,11.899999999999999,0.41176470588235337
Everton,24,Brighton,False,4,13.0,0.2909090909090911
Everton,25,Fulham,False,3,10.8,0.8863636363636365
Everton,26,Bournemouth,True,3,11.8,0.37037037037037024
Everton,27,Man Utd,True,3,11.8,0.44262295081967207
Everton,28,Newcastle,False,3,11.8,0.6607142857142858
Everton,29,Burnley,True,1,11.8,0.3728813559322034
Everton,30,Arsenal,False,5,14.0,0.0
Everton,31,Chelsea,True,3,12.600000000000001,0.14925373134328357
Everton,32,Brentford,False,3,12.700000000000003,0.24285714285714266
Everton,33,Liverpool,True,3,12.2,0.2063492063492064
Everton,34,West Ham,False,3,12.2,0.3827160493827163
Everton,35,Man City,True,4,10.4,0.5217391304347825
Everton,36,Crystal Palace,False,3,7.2,0.7708333333333334
Everton,37,Sunderland,True,2,4.7,0.736842105263158
Everton,38,Spurs,False,3,3.0,0.5
Fulham,1,Brighton,False,4,12.3,0.3529411764705882
Fulham,2,Man Utd,True,3,11.8,0.5135135135135132
Fulham,3,Chelsea,False,3,12.4,0.6190476190476193
Fulham,4,Leeds,True,2,13.1,0.23529411764705943
Fulham,5,Brentford,True,3,14.400000000000002,0.04081632653061207
Fulham,6,Aston Villa,False,4,13.5,0.125
Fulham,7,Bournemouth,False,4,12.5,0.3750000000000002
Fulham,8,Arsenal,True,4,10.799999999999999,0.6909090909090911
Fulham,9,Newcastle,False,3,9.5,0.9565217391304349
Fulham,10,Wolves,True,1,9.8,1.0
Fulham,11,Everton,False,3,11.8,0.6888888888888887
Fulham,12,Sunderland,True,2,11.2,0.8048780487804876
Fulham,13,Spurs,False,3,12.2,0.5272727272727273
Fulham,14,Man City,True,4,12.2,0.5636363636363637
Fulham,15,Crystal Palace,True,3,11.100000000000001,0.7843137254901957
Fulham,16,Burnley,False,2,11.0,0.7499999999999998
Fulham,17,Nott'm Forest,True,3,12.0,0.5151515151515154
Fulham,18,West Ham,False,3,12.0,0.47058823529411764
Fulham,19,Crystal Palace,False,3,12.0,0.4444444444444444
Fulham,20,Liverpool,True,3,12.600000000000001,0.34285714285714264
Fulham,21,Chelsea,True,3,12.700000000000003,0.3823529411764697
Fulham,22,Leeds,False,3,14.0,0.16326530612244916
Fulham,23,Brighton,True,3,14.3,0.008403361344537896
Fulham,24,Man Utd,False,4,14.599999999999998,6.661338147750939e-16
Fulham,25,Everton,True,3,13.2,0.3409090909090916
Fulham,26,Man City,False,5,13.3,0.09259259259259256
Fulham,27,Sunderland,False,3,10.0,0.7377049180327869
Fulham,28,Spurs,True,3,10.3,0.9285714285714288
Fulham,29,West Ham,True,2,10.100000000000001,0.6610169491525422
Fulham,30,Nott'm Forest,False,3,11.0,0.46153846153846156
Fulham,31,Burnley,True,1,12.1,0.22388059701492558
Fulham,32,Liverpool,False,4,14.400000000000002,0.0
Fulham,33,Brentford,False,3,12.999999999999998,0.07936507936507964
Fulham,34,Aston Villa,True,3,13.100000000000001,0.2716049382716049
Fulham,35,Arsenal,False,5,11.4,0.30434782608695654
Fulham,36,Bournemouth,True,3,7.2,0.7708333333333334
Fulham,37,Wolves,False,2,4.7,0.736842105263158
Fulham,38,Newcastle,True,3,3.0,0.5
